GENE,aver.sec4.bs,aver.sec4.me,aver.sec9.bs,aver.sec9.me,aver.sec14.bs,aver.sec14.me,sder.sec4.bs,sder.sec4.me,sder.sec9.bs,sder.sec9.me,sder.sec14.bs,sder.sec14.me
GRMZM2G027867,0.065382876,0.037357658,0.005572361,0.021054471,0,0.052325581,0.024169363,0.00110388,1.42E-05,0.003090399,0,0.052325581
GRMZM2G027875,4.538205636,2.301591949,19.27670099,4.41759542,8.814811577,5.458930233,0.120295189,0.109284257,2.201573368,0.309949491,0.71400216,0.332930233
GRMZM2G027886,1.354039837,0.966651185,0.696559296,1.298714451,0.951835231,0.991511628,0.048945238,0.187194968,0.007351319,0.029253373,0.107767418,0.101511628
GRMZM2G027914,0,0.001974719,0.002779064,0.003018109,0.003876229,0.005,0,0.000162031,0.002779064,0.003018109,0.002746287,0.005
GRMZM2G027932,0.674083186,0.583234783,1.001988662,0.986389652,0.632705414,0.713356868,0.000454844,0.062859321,0.099427936,0.206496,1.86E-05,0.004666388
GRMZM2G027955,2.19587534,5.699444281,7.604201346,26.73435277,5.29741462,22.30809592,0.2817366,1.013546852,0.645914569,2.804020471,2.110973896,3.980179263
GRMZM2G027958,0.056138887,0.048076923,0.008337193,0.033199196,0.060545517,0.060813953,0.026288141,0.048076923,0.008337193,0.033199196,0.020810417,0.049186047
GRMZM2G027962,0.984192722,0.850681622,0.385901823,0.57969492,0.029869592,0.112090234,0.210312185,0.146754205,0.021376683,0.016113446,0.012072991,0.020661684
GRMZM2G027972,0.05792019,0.085986521,0.011173184,0.042157135,0.018329779,0.01,0.016706676,0.067859633,0.011173184,0.018205039,0.008160287,0.01
GRMZM2G027976,0.100730612,0.561643051,0,0.017988169,0.013245033,0.015,0.043516686,0.177027666,0,0.011951951,0.013245033,0.015
GRMZM2G027991,0.067672492,0.065651862,0.022241998,0.071590204,0.022232196,0.028856584,0.021879717,0.011271196,0.018517607,0.013240113,0.008672877,0.009476746
GRMZM2G027995,15.54660744,13.33581242,3.0828622,3.837338427,4.871203322,7.568604651,0.222049281,0.04880296,0.010236502,0.040931241,0.055948995,0.731395349
GRMZM2G028004,0.257375131,0.226353709,0.214500301,0.195381873,0.104893928,0.143953488,0.003643788,0.081338599,0.013382982,0.002222917,0.054046469,0.016046512
GRMZM2G028005,0.337386497,0.357497682,0.249459197,0.365362838,0.418919074,0.400523256,0.028285145,0.059420759,0.038250301,0.033027509,0.057902118,0.035523256
GRMZM2G028007,0.27501305,0.370264939,0.559616629,0.24625598,0.552598502,0.325232558,0.095908573,0.101034169,0.157381992,0.059133241,0.128757443,0.035232558
GRMZM2G028010,0.009752324,0.038461538,0,0,0.000946073,0,0.005173049,0.038461538,0,0,0.000946073,0
GRMZM2G028014,0,0,0,0,0.006622517,0.005,0,0,0,0,0.006622517,0.005
GRMZM2G028036,0.589970896,0.501016742,0.381414946,0.172531146,0.093186666,0.127325581,0.081670895,0.097170588,0.113258521,0.052770667,0.052508699,0.022674419
GRMZM2G028037,0.357102602,0.263159427,0.423485167,0.372799675,0.445470875,0.302906977,0.01381902,0.06376365,0.004490754,0.013518238,0.150555615,0.047093023
GRMZM2G028039,0.76406894,1.315245193,1.52768068,1.578241917,0.739566737,2.128372093,0.032725657,0.300139422,0.338241107,0.021355689,0.068380283,0.651627907
GRMZM2G028046,0.123896834,0.167557521,0.011158953,0.141345077,0,0.010813953,0.055207644,0.013711367,0.005600824,0.015596574,0,0.000813953
GRMZM2G028054,0.064789109,0.046421102,0.039049219,0.024060531,0.064687395,0.114883721,0.009837757,0.007959564,0.016816703,0.003102447,0.054517903,0.045116279
GRMZM2G028086,0.242225197,0.612241757,0.338632281,0.599359087,0.082492243,0.288677507,0.044253131,0.084586065,0.038848428,0.012588458,0.016971651,0.022564553
GRMZM2G028089,1.189860732,0.706759831,0.286876945,0.492861363,0.289903471,0.183081395,0.115233866,0.081759831,0.038273593,0.031090733,0.061089907,0.031918605
GRMZM2G028096,0.710305124,0.475678314,0.647868742,0.902155454,1.002744424,0.669127911,0.050888906,0.086255237,0.033695504,0.087784197,0.123083391,0.062538759
GRMZM2G028104,2.070701294,0.799878006,0.055709373,0.002994012,0.015254238,0.098255814,0.264731145,0.088339544,0.005430044,0.002994012,0.015254238,0.051744186
GRMZM2G028108,0.124009323,0.108369162,0.030612404,0.193764384,0.122827103,0.149825581,0.000368782,0.035861607,0.013852627,0.030786514,0.000793202,0.045174419
GRMZM2G028110,0,0,0,0.003018109,0.025423729,0,0,0,0,0.003018109,0.025423729,0
GRMZM2G028114,0.103360961,0.036348209,0.022397871,0.022148735,0.01911141,0.00891334,0.001472024,0.005991055,0.004241446,0.007819904,0.001702206,0.00022287
GRMZM2G028129,0.523569222,0.102457589,0.370640248,0,0.373004831,0.102325581,0.053419969,0.006303743,0.031594389,0,0.240554499,0.002325581
GRMZM2G028132,0.017766065,0.009615385,0.015348897,0.002994012,0.005084746,0,0.002840692,0.009615385,0.009790768,0.002994012,0.005084746,0
GRMZM2G028134,0,0,0.002793296,0,0.040206533,0.005,0,0,0.002793296,0,0.000471434,0.005
GRMZM2G028136,0.013087822,0.01263653,0.000694766,0.002994009,0.013245033,0,0.000650016,0.00659424,0.000694766,0.002994009,0.013245033,0
GRMZM2G028139,2.75412451,1.153119936,1.755606658,1.103549448,0.984947813,0.92872093,0.172034958,0.133889167,0.127074906,0.085585376,0.140880001,0.16127907
GRMZM2G028156,0.495839376,0.33012336,0.410811824,0.423350975,0.411252659,0.561201537,0.003302062,0.038456706,0.033322249,0.063570544,0.068879778,0.032131793
GRMZM2G028179,0.007462687,0.009063444,0,0.003018109,0.016792008,0,0.007462687,0.009063444,0,0.003018109,0.003546975,0
GRMZM2G028183,0.201224542,0.311890893,0.180502066,0.280202017,0.446780582,0.307211224,0.012169841,0.044519338,0.034319586,0.072916616,0.02695008,0.075622096
GRMZM2G028190,0.506693809,0.852486651,0.367448465,0.911559183,0.37912224,0.941046512,0.029081868,0.044794343,0.127225002,0.184014272,0.047996412,0.068953488
GRMZM2G028216,18.06777618,32.59663343,13.0970313,23.97305399,6.009625411,8.716715794,0.381920915,0.516644292,0.551824565,1.490206068,1.050376258,0.498434526
GRMZM2G028218,1.150873345,1.09134172,1.935847568,1.92303915,0.221027473,2.459947689,0.068944777,0.31259044,0.182869252,0.006787015,0.174275685,0.877959208
GRMZM2G028219,0.012515196,0.021199911,0.008527661,0.007776208,0,0,0.000699285,0.000481065,0.000427102,0.001502858,0,0
GRMZM2G028234,1.092083302,0.37357658,0.517096165,0.024048483,0.172061961,0.109302326,0.144322108,0.011038805,0.103015566,9.64E-05,0.039858569,0.059302326
GRMZM2G028252,0,0,0.005586592,0.009054326,0,0,0,0,0.005586592,0.009054326,0,0
GRMZM2G028254,0.051051271,0.063444111,0.050151245,0.075091267,0.061611853,0.01,0.023575595,0.063444111,0.000128085,0.014729093,0.031103378,0.01
GRMZM2G028258,2.826376305,1.134441107,1.861737678,1.10654346,1.058266929,0.991976744,0.154734514,0.134441107,0.227647797,0.082591364,0.17352115,0.178023256
GRMZM2G028266,0.304991943,0.467522665,0.137318729,0.557521781,0.205236279,0.32122093,0.023366266,0.032477335,0.051657651,0.023316542,0.139134582,0.05377907
GRMZM2G028286,0.131696995,0.627948532,0.121202399,0.619079752,0.055225054,0.211395349,0.101846249,0.093205314,0.001702629,0.039602883,0.004377595,0.048604651
GRMZM2G028302,24.80564279,53.44283148,20.71589775,47.1680957,40.09628507,35.41895349,2.223553238,5.750523785,0.306448624,1.685197717,4.354563216,0.458953488
GRMZM2G028306,0.001865672,0.005287006,0.002327746,0,0,0,0.001865672,0.005287006,0.002327746,0,0,0
GRMZM2G028307,0.422485479,0.226353709,0.360885059,0.122923168,0.523627798,0.09244186,0.010350342,0.081338599,0.030176393,0.080669646,0.086541705,0.05755814
GRMZM2G028313,1.968618393,1.564765884,1.727316482,2.036160691,1.994867392,1.77385347,0.058170632,0.060234116,0.040724304,0.122088834,0.24192437,0.039606718
GRMZM2G028325,13.79214834,1.671486484,45.12181472,1.422247065,40.4503988,2.268740308,0.979461807,0.092936593,4.758686237,0.225640281,4.341127392,0.153740308
GRMZM2G028335,0.625248327,0.288853709,0.85382549,0.769563494,0.089138325,0.106312291,0.048259136,0.143838599,0.052149512,0.00609044,0.01682194,0.036544849
GRMZM2G028346,0.439126978,0.588867225,0.559818203,0.624747459,0.492044535,0.422780961,0.077186735,0.124123661,0.078440207,0.000502016,0.071514774,0.033614364
GRMZM2G028353,2.339982282,1.17753794,0.11182974,0.548639144,0.044976988,0.254370155,0.060515225,0.287205617,0.031755254,0.135465491,0.021248177,0.009796515
GRMZM2G028369,2.420005792,3.148263812,1.828534232,2.536967311,1.173264835,1.130329452,0.079994133,0.175454073,0.136084014,0.151655425,0.056315695,0.161337208
GRMZM2G028379,21.56625964,9.940584195,16.25249602,7.890914386,17.26350234,10.39201544,1.494330057,0.773917579,0.045455541,0.216870028,2.853931291,0.434651145
GRMZM2G028393,1.024750385,0.650999314,0.949923803,0.360703143,0.943428005,0.711162791,0.129227997,0.074076237,0.061655647,0.004566318,0.175216084,0.158837209
GRMZM2G028413,0.122115531,0.073611436,0,0.002994012,0,0,0.012212828,0.035149897,0,0.002994012,0,0
GRMZM2G028432,4.363652718,5.782053771,5.15319768,5.697280525,3.730528333,4.608187979,0.249971151,1.033656386,0.529297661,0.346482124,0.427437829,0.562354649
GRMZM2G028438,0.029256979,0.009063444,0.039091914,0,0.016792008,0.054069767,0.015519141,0.009063444,0.033533785,0,0.003546975,0.004069767
GRMZM2G028444,0.020606757,0.028294214,0.01670285,0.003018109,0.010169492,0,0.020606757,0.010167325,0.005529666,0.003018109,0.010169492,0
GRMZM2G028452,0.018656716,0.018954799,0.012527137,0.005988024,0.005084746,0.011627907,0.018656716,0.009891355,0.004147249,0.005988024,0.005084746,0.011627907
GRMZM2G028467,0.234548506,0.105643903,0.491194666,0.065254291,0.356925042,0.071627903,0.065394283,0.006742807,0.034131211,0.031552092,0.131501316,0.006705427
GRMZM2G028492,0.707505023,1.028991416,1.03298781,0.73377993,1.091839724,0.739709302,0.103027411,0.0863932,0.279861352,0.078091308,0.11832979,0.065290698
GRMZM2G028500,1.534173663,0.973771223,1.874609782,1.0611156,1.061534416,0.648864339,0.000342828,0.171848147,0.067662095,0.051658849,0.333719847,0.067468991
GRMZM2G028501,0.029256979,0.036805718,0.089157768,0.090085423,0.043282074,0.055,0.015519141,0.017574949,0.000227707,0.023687032,0.022943091,0.055
GRMZM2G028516,1.991505719,4.472370567,1.129021689,1.715329608,3.212881718,4.265531004,0.000709714,0.396539664,0.045781471,0.0622358,0.896610498,0.967468996
GRMZM2G028521,0.249446824,0.159440599,0.238447951,0.312690516,1.01116849,0.897151159,0.063986012,0.05370042,0.091334359,0.016283331,0.666797643,0.521182171
GRMZM2G028535,0.114059076,0.147774811,0.3082465,0.315431513,0.23958918,0.540872093,0.009581464,0.051620965,0.147060763,0.049837948,0.137894263,0.064127907
GRMZM2G028543,0.085395865,0.390047648,0.208913708,0.913697761,0.006622517,0.103953488,0.010769,0.063124571,0.018969574,0.032410023,0.006622517,0.023953488
GRMZM2G028547,0.013737838,0.004531722,0.009755189,0.009030229,0.002542373,0.008313953,0.013737838,0.004531722,0.001417996,0.003042205,0.002542373,0.003313953
GRMZM2G028552,0.790019606,0.463136187,0.504678784,0.487487805,1.142632921,0.648953488,0.075652036,0.094556121,0.03168065,0.128206368,0.045502691,0.021046512
GRMZM2G028556,0.057326422,0.113728795,0.075219751,0.069175533,0.28558761,1.432906977,0.002375071,0.059348128,0.002594053,0.009295293,0.072028284,0.322906977
GRMZM2G028568,0.067036033,0.075267256,0.138015544,0.053511187,0.061078685,0.08744186,0.022259913,0.02088659,0.039358757,0.038541128,0.005146481,0.05255814
GRMZM2G028570,0.399158637,0.24865501,0.258549289,0.22282477,0.062644515,0.201724805,0.040452175,0.042885779,0.020746686,0.044780866,0.028746213,0.036608525
GRMZM2G028594,0.727448229,0.633162903,2.849894737,0.583488959,0.084728927,0.112713177,0.053318886,0.05914477,0.136673145,0.080494947,0.011881245,0.009379847
GRMZM2G028604,0.028663211,0.018126889,0,0.00748503,0.006622517,0.00872093,0.001187535,0.018126889,0,0.00748503,0.006622517,0.00872093
GRMZM2G028605,0.014331606,0.066755752,0.016688618,0.033078712,0.024952296,0.02744186,0.000593768,0.048628863,0.011102026,0.003138592,0.014782804,0.00744186
GRMZM2G028608,0.184529569,0.510080186,0.484966145,1.368757466,0,0.082325581,0.035275837,0.106234032,0.068106481,0.25498501,0,0.022325581
GRMZM2G028637,0.085395865,0.130199863,0.04171443,0.120146026,0.023414525,0.066511628,0.010769,0.014815247,0.030541245,0.023566548,0.003075541,0.026511628
GRMZM2G028640,2.779353262,5.937020781,10.14982502,26.40770387,20.92120514,37.35187984,0.167412963,0.552405397,0.481459895,0.777924868,3.849340421,8.770213182
GRMZM2G028665,0.263184661,0.057140367,0.075276678,0.066157424,0.09868111,0.166395349,0.050248174,0.039013479,0.019695389,0.006277185,0.058946011,0.003604651
GRMZM2G028672,0.014998712,0.016335499,0.001667439,0,0.004205861,0.005457366,0.000570847,0.005459366,0.001667439,0,0.001556854,0.003457366
GRMZM2G028676,0.309485791,0.746049279,0.364833065,0.813000764,0.400291843,0.91005814,0.040829075,0.015280049,0.060363791,0.031310613,0.003681667,0.19494186
GRMZM2G028677,0.020606757,0.037357658,0,0.019509271,0,0,0.020606757,0.00110388,0,0.007436837,0,0
GRMZM2G028685,0,0.009063444,0.002793296,0,0.001655629,0,0,0.009063444,0.002793296,0,0.001655629,0
GRMZM2G028700,2.192411013,2.217145048,2.793990229,4.383365857,2.908586844,3.584667773,0.402361267,0.032854952,0.025833804,0.445191306,0.439095276,0.206760797
GRMZM2G028709,0.363590269,0.425100718,2.447256208,1.427845677,4.276472658,1.835284257,0.013275403,0.008434045,0.257492396,0.07125612,0.499798631,0.255826873
GRMZM2G028718,1.365827634,1.195880796,0.839688229,1.479996756,0.504776072,0.779127907,0.074470873,0.207965358,0.132984319,0.115811627,0.1640981,0.005872093
GRMZM2G028721,0.078526946,0.032549966,0.022246747,0.015054398,0.02418341,0.014127907,0.003900081,0.003703812,0.016660155,0.006072362,0.008929173,0.009127907
GRMZM2G028730,0.575382998,0.799645605,0.223050969,0.291623997,0.197957124,0.287209302,0.097771058,0.219585164,0.061865232,0.010186872,0.025771694,0.112790698
GRMZM2G028733,0.403363141,0.551693596,0.068215163,0.219502646,0.182528904,0.159302326,0.066786113,0.119001288,0.017935834,0.015909832,0.075749241,0.009302326
GRMZM2G028736,0.056138887,0.009063444,3.705548582,0.102302438,4.056753503,0.220465116,0.026288141,0.009063444,0.018397744,0.024458127,0.278787331,0.000465116
GRMZM2G028745,0.027361408,0.03070968,0.020198028,0.024686343,0.020172674,0.014236437,0.007212155,0.002825064,0.000644955,0.003257771,0.010511657,0.006096903
GRMZM2G028758,0.856333725,1.103154791,0.761160897,1.475385254,0.173599732,0.503139535,0.050363575,0.069922132,0.210906142,0.141381213,0.051565831,0.113139535
GRMZM2G028763,0.128576901,0.11399022,0.179742972,0.193888235,0.07550228,0.20611624,0.039024707,0.037067162,0.013925514,0.024874178,0.017875177,0.00744962
GRMZM2G028766,1.372696553,1.207660372,0.952894995,1.16018266,0.472308905,0.89852713,0.067601954,0.024968064,0.010792156,0.034428118,0.004512287,0.0148062
GRMZM2G028774,0.138906575,0.03302928,0.101734716,0.126278631,0.059553261,0.025813953,0.029003872,0.01379851,0.015583719,0.006518152,0.006671904,0.014186047
GRMZM2G028779,0.137634671,0.037909598,0.046018227,0.009054326,0.010169492,0,0.041469806,0.019782709,0.018227583,0.009054326,0.010169492,0
GRMZM2G028796,0.010600262,0.022159924,0.00278618,0.012000145,0.009164889,0.01372093,0.003137576,0.01309648,7.12E-06,0.005963927,0.004080144,0.00372093
GRMZM2G028813,0,0,0.001389532,0.027162978,0,0.005,0,0,0.001389532,0.027162978,0,0.005
GRMZM2G028821,10.04458023,2.375668186,30.36616479,6.006054327,0.454495456,0.284418605,0.492341424,0.76028357,3.551898527,0.239454656,0.095173418,0.064418605
GRMZM2G028830,0.01291126,0,0.003910615,0.011082664,0.006953481,0.0075,0.0094768,0,0.003910615,0.00987542,0.002885684,0.0075
GRMZM2G028834,0.642274083,0.38123555,0.309513422,0.319966103,0.425443773,0.635094135,0.072153783,0.109332219,0.024937226,0.031542954,0.154499459,0.108239205
GRMZM2G028852,0.006868919,0,0.005558129,0,0.015254238,0.005,0.006868919,0,0.005558129,0,0.015254238,0.005
GRMZM2G028855,0.491174668,0.43718046,0.05846709,0.141357126,0.625210467,0.526162791,0.058338847,0.110896463,0.016567649,0.018602635,0.035806494,0.026162791
GRMZM2G028883,2.727822515,2.359061198,0.544132531,0.743097816,0.782941605,1.073201003,0.261759963,0.681460802,0.220110185,0.090403205,0.145314474,0.203322817
GRMZM2G028885,0.00248756,0,0.002779064,0,0.002649007,0.007906977,0.00248756,0,0.002779064,0,0.002649007,0.002093023
GRMZM2G028887,1.197410974,0.49731293,0.571734494,0.599377707,0.33992592,0.382267442,0.153335295,0.064620622,0.041859546,0.080263012,0.080603881,0.007267442
GRMZM2G028889,0.229305688,0.037357658,0.103421636,0.006012121,0,0,0.009500282,0.00110388,0.025209345,2.41E-05,0,0
GRMZM2G028900,0.495245544,0.255093309,0.255350022,0.438740171,0.946338821,0.57395341,0.017633663,0.001316903,0.018850966,0.034313673,0.328237338,0.05395352
GRMZM2G028902,0.582013332,0.48264287,0.349709442,0.442997259,0.279535611,0.28914724,0.062265205,0.123126303,0.018074474,0.027827636,0.040552627,0.05581398
GRMZM2G028905,0.259581464,0.176896935,0.18104479,0.229909398,0.079172747,0.258313953,0.135940924,0.013435397,0.021826913,0.012605572,0.033410034,0.003313953
GRMZM2G028910,0.007225103,0.005704353,0.005949066,0.00815463,0.024112383,0.022024021,0.001043076,6.49E-05,0.002271228,0.000353564,0.004854529,0.005158941
GRMZM2G028914,2.78965664,3.438560356,4.126112368,4.190183041,2.733819756,2.470581395,0.177716342,0.15759349,0.075833039,0.049337917,0.272802761,0.180581395
GRMZM2G028921,0.004058907,0,0.000308785,0.001509054,0.009933775,0.006976744,0.004058907,0,0.000308785,0.001509054,0.009933775,0.006976744
GRMZM2G028926,0.013737838,0.009063444,0,0.007533223,0,0.015,0.013737838,0.009063444,0,0.004539211,0,0.015
GRMZM2G028928,0.014331606,0.037357658,0.002793296,0.003018109,0.013245033,0.01,0.000593768,0.00110388,0.002793296,0.003018109,0.013245033,0.01
GRMZM2G028929,1.804675941,4.092319371,2.500164327,4.322479812,2.264339453,3.524651163,0.297213254,0.176911398,0.382517237,0.791292643,0.027051276,0.315348837
GRMZM2G028945,1.314396175,1.674587527,1.746749363,3.634906669,0.675361997,1.709418605,0.185603825,0.328433681,0.113585833,0.115791935,0.258412837,0.110581395
GRMZM2G028955,0.065467245,0.092508134,0.017432006,0.017465069,0.030055747,0.017666665,0.016959782,0.051722635,0.007242105,0.017465069,0.015706966,0.017666665
GRMZM2G028980,0.063601573,0.056588427,0.027932961,0.002994012,0.033741159,0.01492441,0.018825454,0.02033465,0.027932961,0.002994012,0.020496126,0.00290891
GRMZM2G028986,8.803918147,8.180528252,17.22090274,21.66539671,16.50012173,25.34447674,0.826306207,0.574759021,2.038873797,0.858555389,1.08486721,1.386143411
GRMZM2G029001,3.262873024,2.786457162,5.700936044,4.864263458,3.706198819,4.567674419,0.367350636,0.194312069,0.019734347,0.133724535,0.307046214,0.172325581
GRMZM2G029027,0.117372708,0.204292682,0.135835179,0.264003177,0.025145519,0.024570876,0.016955666,0.026476549,0.003829625,0.011650746,0.011900485,0.017095794
GRMZM2G029029,2.500985468,2.476557075,2.163472521,2.223354106,6.420189361,2.534360453,0.120905069,0.188095556,0.006918535,0.023152876,0.217098871,0.067306197
GRMZM2G029038,0.004464797,0.013981525,0.014094825,0.007733627,0.020867662,0.026575581,0.004464797,0.000519986,0.008508233,0.004540015,0.008284881,0.005257752
GRMZM2G029039,0.30825983,0.579610399,0.049144242,0.120659083,0.033112583,0.077839144,0.040372005,0.109972928,0.03052227,0.02055848,0.033112583,0.031327516
GRMZM2G029048,4.061256958,5.794977166,1.279633333,4.65354128,0.339134584,1.120392877,0.111628595,0.688406685,0.034612472,0.152293783,0.005236277,0.003726217
GRMZM2G029055,3.332651457,4.708953129,2.17390372,3.652929578,0.403131668,0.561860465,0.324064961,0.112799283,0.273023655,0.15592359,0.047199458,0.178139535
GRMZM2G029058,0.836914503,1.320445056,1.844508256,0.950035549,1.930014614,1.067674419,0.001093608,0.160324175,0.027000124,0.033867884,0.459815939,0.172325581
GRMZM2G029077,0.733624426,0.798222185,0.639232683,0.610170006,0.911443493,0.993145994,0.076908008,0.144376031,0.074986873,0.012584485,0.09025144,0.008145994
GRMZM2G029079,0.036998216,0.022924926,0.081813556,0.070671177,0.01378847,0.065609178,0.001295243,0.011394213,0.025378907,0.010206457,0.008888624,0.032080325
GRMZM2G029082,0.05987023,0.110969094,0.005572361,0.055533802,0.021641037,0.057848837,0.022556797,0.034046017,1.42E-05,0.019316498,0.011471546,0.017151163
GRMZM2G029087,3.23412077,2.708778777,7.435533832,1.428389704,5.847839322,2.886104648,0.097304874,0.381855739,0.622194263,0.008230027,2.16572013,0.382228682
GRMZM2G029101,0.091671017,0.677085766,0,0.132242558,0,0.05,0.031969524,0.138624228,0,0.005481993,0,0.05
GRMZM2G029107,2.370690807,2.873962646,1.366760531,1.51701894,2.600527257,3.380841088,0.064471837,0.126357874,0.094319553,0.039074815,0.074086505,0.239507738
GRMZM2G029113,0.277021432,0.473855432,0.306470332,0.411717799,0.317005262,0.372054246,0.038898927,0.141529144,0.002932164,0.026405931,0.106835784,0.062054266
GRMZM2G029135,0.307776386,0.117984547,0.080962892,0.121264513,0.510456846,0.364651163,0.033019629,0.045476992,0.064288505,0.005496052,0.020390621,0.155348837
GRMZM2G029153,0.02238806,0.046973043,0,0.018060459,0.044819845,0.078255814,0.02238806,0.010719265,0,0.006084411,0.034650353,0.031744186
GRMZM2G029184,0.042401049,0.056588427,0,0,0.013245033,0.015,0.012550303,0.02033465,0,0,0.013245033,0.015
GRMZM2G029186,1.140223597,0.962235673,1.011280422,1.240873411,1.181162338,1.398755827,0.068706164,0.037764346,0.14684836,0.022909315,0.04341398,0.014422487
GRMZM2G029194,0.871002805,0.47713805,0.649059031,0.98837607,1.221584927,0.633023256,0.214286387,0.042092719,0.045707075,0.012328166,0.212313404,0.053023256
GRMZM2G029219,4.223667251,11.30946446,7.836098667,17.65279412,8.636912189,11.43511628,0.074840212,2.209766305,1.629394757,0.002894498,0.323352712,0.995116279
GRMZM2G029242,0.036125898,0.027190333,0.050208171,0.138278775,0.043282074,0.059883721,0.008650222,0.027190333,0.022417527,0.000554224,0.022943091,0.009883721
GRMZM2G029249,0.130043839,0.371920759,0.130943356,0.230029881,0.098742845,0.198372093,0.055416973,0.044997682,0.002451736,0.017455031,0.00721742,0.028372093
GRMZM2G029258,0.80621529,0.79003022,1.254094212,1.329192228,0.575193629,1.116162791,0.073006335,0.20996978,0.125794056,0.054041305,0.087058027,0.186162791
GRMZM2G029262,5.631109972,4.34592988,5.290875239,5.758882098,8.618752477,3.352799,0.661676088,0.840626168,1.443209621,0.192878872,1.552995086,0.17137043
GRMZM2G029307,0.75478436,0.820096455,0.555768245,0.925306337,0.503313131,0.425077517,0.088499222,0.122211237,0.027835284,0.113929091,0.05077075,0.054922483
GRMZM2G029314,0,0.001835664,0.001608046,0.001509054,0.008830022,0.00833333,0,0.001835664,0.001052233,0.001509054,0.008830022,0.00833333
GRMZM2G029323,23.57987186,16.60867447,29.34597624,23.61194127,16.63521924,13.39604651,1.766439026,2.24328985,3.556258396,1.429306541,2.127492975,3.476046512
GRMZM2G029356,0.021200524,0.004807692,0.009762305,0.001497006,0.865394551,1.035697674,0.006275151,0.004807692,0.004204176,0.001497006,0.194208098,0.204302326
GRMZM2G029370,2.32879834,1.885617618,3.823794021,4.803428388,1.984689653,2.320465116,0.164619235,0.181690074,0.083570557,0.330374496,0.591469288,0.150465116
GRMZM2G029382,0.154622287,0.086557289,0.086371595,0.285593513,0.122236858,0.272530221,0.00934863,0.033039788,0.028350835,0.032364256,0.01235791,0.042696861
GRMZM2G029385,0.222436769,0.090634444,0.214656849,0.018012265,0.925199251,0.114883721,0.016369201,0.090634444,0.047912984,0.005939831,0.62056349,0.045116279
GRMZM2G029396,1.839533121,4.478699523,2.114689467,5.994542143,0.733292184,1.223662791,0.026138521,0.089276446,0.002957623,0.138254718,0.110775628,0.046337209
GRMZM2G029400,0.016048835,0,0.003480946,0,0.015402963,0.005620153,0.001123462,0,0.00068765,0,0.007775845,0.002713177
GRMZM2G029407,0.942842385,4.291861847,0.431785747,3.11996984,0.068823662,0.13127907,0.28463343,0.045638153,0.136255021,0.11996984,0.012532271,0.02372093
GRMZM2G029475,0.122907098,0.310776098,0.006503453,0.031082673,0.004415007,0.018604633,0.031321604,0.096274786,0.000945329,0.005134595,0.004415007,0.014728667
GRMZM2G029478,0.671804156,0.631928314,0.941764506,1.17353523,1.070928281,1.307674419,0.015087738,0.069994763,0.016336053,0.077961776,0.379402845,0.412325581
GRMZM2G029486,2.086856484,1.33906552,2.980474453,1.918028807,1.888292363,2.058856127,0.191334603,0.262142655,0.44596815,0.201731271,0.098462167,0.293856477
GRMZM2G029496,0.041860512,0.133996288,0.039402789,0.075464007,0.000946073,0,0.014497333,0.031708847,0.008502244,0.007735187,0.000946073,0
GRMZM2G029506,1.708454057,0.548486026,0.136725951,0.091004599,0.013245033,0.055562014,0.049506122,0.193501127,0.011027633,0.018150318,0.013245033,0.017771316
GRMZM2G029514,0.006868919,0.009063444,0,0,0,0,0.006868919,0.009063444,0,0,0,0
GRMZM2G029519,0.832292508,0.930513608,0.8775786,1.362851769,0.650646544,0.922674419,0.026322359,0.069486392,0.060818824,0.031514446,0.047997537,0.027325581
GRMZM2G029527,0.043588584,0.05526183,0.02048417,0.003018109,0,0.011,0.016112908,0.028071497,0.02048417,0.003018109,0,0.011
GRMZM2G029530,0.481593204,1.136648868,0.478895676,1.648405415,0.705634756,1.342674419,0.055720229,0.059725791,0.126940368,0.27714793,0.248007628,0.052674419
GRMZM2G029531,0.082536867,0.052652459,0.098509059,0.17758321,0.039231515,0.05692663,0.033276909,0.02076144,0.020126214,0.023343496,0.01431626,0.00933527
GRMZM2G029536,0,0,0.036198996,0.005988024,0.052385229,0.015813953,0,0,0.008266035,0.005988024,0.039140196,0.004186047
GRMZM2G029537,0.026328778,0.032122926,0.020800623,0.021111598,0.085761299,0.079592994,0.006507043,0.012892176,0.003668394,0.002298719,0.00026775,0.002073646
GRMZM2G029543,4.216163973,6.149445231,1.157106419,3.446550584,0.697412734,0.69122093,0.239059907,1.110170154,0.212972341,0.039364955,0.163514419,0.17377907
GRMZM2G029546,2.341733081,3.386067911,12.1677544,10.60105249,9.698765384,5.884069767,0.061251993,0.039914065,0.228893642,0.662420567,0.023268695,0.174069767
GRMZM2G029547,0.380550051,0.800865686,0.448297504,1.249834342,0.14202492,0.451627907,0.052191842,0.102980468,0.107515381,0.166333322,0.030160511,0.071627907
GRMZM2G029552,0.069486717,0.004944231,0,0.006627797,0.023178808,0.128209302,0.032173284,0.001098077,0,0.003633779,0.023178808,0.046209302
GRMZM2G029559,2.006196365,1.600958541,0.429180201,0.564181956,1.427488435,2.777697575,0.017186546,0.179810516,0.025382168,0.000908549,0.105624068,0.179635645
GRMZM2G029566,1.555019789,2.630795418,1.197259564,1.800425318,1.356145483,3.291162791,0.107258595,0.178872341,0.036645039,0.043886059,0.054450543,0.511162791
