GENE,aver.sec4.bs,aver.sec4.me,aver.sec9.bs,aver.sec9.me,aver.sec14.bs,aver.sec14.me,sder.sec4.bs,sder.sec4.me,sder.sec9.bs,sder.sec9.me,sder.sec14.bs,sder.sec14.me
AC147602.5_FG004,0.765000183,0.161253778,0.623463952,0.012024241,1.170726241,0.096511628,0.182910631,0.088746222,0.249162276,4.82E-05,0.15377707,0.003488372
AC148152.3_FG005,0.042401049,0.180484547,0.027861803,0.024048483,0.054989337,0.218023256,0.012550303,0.107976992,7.12E-05,9.64E-05,0.024480862,0.031976744
AC148152.3_FG006,0.017719503,0.024905099,0.005558129,0.010382354,0.01047536,0.00375,0.004668557,0.00073592,0.005558129,0.002897324,0.000541586,0.00375
AC148152.3_FG008,18.15064325,27.38229183,14.6514229,15.46299966,5.027601347,4.416860465,2.881986538,0.463862015,1.483825137,0.768388882,0.217431766,0.533139535
AC148167.6_FG001,5.110166117,4.539739787,7.868675312,11.81427886,3.998371187,7.207732558,0.11371448,0.155124403,0.094932295,0.282085552,0.122306856,0.902732558
AC149475.2_FG002,0.042994817,0.148563505,0.024548401,0.046052763,0.06823437,0.034961237,0.001781303,0.009140428,0.024548401,0.009835459,0.037725895,0.011705423
AC149475.2_FG003,3.543039885,1.058810723,1.897842442,0.799591965,1.294993841,1.180542629,0.266920482,0.200804661,0.000667798,0.001805238,0.301616358,0.089457361
AC149475.2_FG005,0.103458814,0.225801769,0.089937554,0.123212329,0.051678079,0.063255814,0.006443889,0.06265977,0.006138671,0.008524198,0.021169603,0.016744186
AC149475.2_FG007,0.056732654,0.028846154,0.005572361,0.015066447,0.009933775,0.005,0.011956535,0.028846154,1.42E-05,0.009078423,0.009933775,0.005
AC149810.2_FG003,0.07647793,0.025181069,0.028320226,0.037577747,0.056093074,0.017441855,0.032974786,0.010075335,0.002249466,0.000651615,0.025584609,0.017441855
AC149810.2_FG004,0.047913695,0.065375901,0.006954777,0.024036434,0.013245033,0.01622093,0.034175857,0.001931791,0.004161481,0.002909673,0.013245033,0.00122093
AC149810.2_FG008,0.049534815,0.10466535,0.013895322,0,0,0.021343669,0.034609442,0.068411573,0.013895322,0,0,0.011343669
AC149818.2_FG001,0.037313433,0,0.013952249,0.002994012,0.016792008,0.015813953,0.037313433,0,0.00839412,0.002994012,0.003546975,0.004186047
AC149818.2_FG004,0.004808243,0.002265861,0.004404928,0.004503066,0,0,0.004808243,0.002265861,0.002542733,0.001484958,0,0
AC149818.2_FG005,0.021200524,0.009615385,0,0.002994012,0.013245033,0.036627907,0.006275151,0.009615385,0,0.002994012,0.013245033,0.013372093
AC149818.2_FG006,1.002417132,0.782029009,0.847760705,0.423567752,0.637611779,1.098779061,0.046695744,0.086560722,0.044967414,0.030154584,0.073204989,0.050445741
AC149818.2_FG007,0.014331606,0.004531722,0.023671858,0,0.013245033,0,0.000593768,0.004531722,0.004118786,0,0.013245033,0
AC149818.2_FG008,0.086286517,0.08295085,0.075935865,0.160063677,0.056614099,0.065755814,0.010728409,0.034873927,0.005069722,0.00161297,0.006945225,0.019244186
AC149828.2_FG002,0.242139339,0.146409478,0.08488955,0.137288802,0.160528681,0.080290698,0.031492496,0.007436676,0.03461022,0.003556269,0.047945899,0.004709302
AC149829.2_FG002,0,0,0.005558129,0,0.006622517,0.01,0,0,0.005558129,0,0.006622517,0.01
AC149829.2_FG003,0.015142098,0.002403846,0,0,0.001271186,0.000528541,0.007181889,0.002403846,0,0,0.001271186,0.000528541
AC149829.2_FG004,0.007165803,0.018402859,0,0.004491018,0,0,0.000296884,0.008787474,0,0.004491018,0,0
AC149829.2_FG006,0.284274598,0.590171564,0.209939207,0.556566021,0.098015104,0.1592558,0.119846763,0.172648917,0.053793978,0.025727721,0.045472737,0.00392248
AC150739.3_FG001,0.122709298,0.265260671,0.052873382,0.139848071,0.155741387,0.074883721,0.026544433,0.029611117,0.024940421,0.01709358,0.003199011,0.005116279
AC152495.1_FG002,0.021064471,0.022617455,0.031487438,0.040713626,0.133437692,0.137235775,0.005352683,0.010763049,0.002325514,0.004697134,0.028174644,0.003670469
AC152495.1_FG003,0.306507978,0.343313985,0.513459755,0.662496545,0.559776669,0.859266043,0.012015164,0.00473729,0.049714298,0.007930386,0.025094731,0.099886953
AC152495.1_FG010,0.021333795,0.023118304,0.021412851,0.036583009,0.061630992,0.13369866,0.00113987,0.013039969,0.001340426,0.00671073,0.020407481,0.012529814
AC152495.1_FG012,0.003434459,0.033101906,0.010227852,0.010479042,0,0.00125,0.003434459,0.014975017,0.004669723,0.010479042,0,0.00125
AC152495.1_FG015,0.001762022,0.005529528,0.004475962,0.00770246,0.004361762,0.0096237,0.001762022,0.000109947,0.002720099,0.005991598,5.71E-05,0.000602851
AC152495.1_FG017,0.012299387,0.003611468,0.005878356,0.012106603,0.03858792,0.095418668,0.004736634,0.001863216,9.61E-06,0.003741517,0.013857554,0.000141965
AC155352.2_FG001,0.008484895,0.008038959,0.007273624,0.009147632,0.010557669,0.004437983,0.001714105,0.001628709,0.000336996,0.000998739,0.00434298,0.000562017
AC155376.2_FG004,0.049566852,0.009615385,0.014162489,0.008251605,0.005084746,0,0.012253419,0.009615385,0.000196009,0.003724442,0.005084746,0
AC155376.2_FG005,0,0.018678829,0.22700609,0.030108797,0.054220452,0.0275,0,0.00055194,0.025888772,0.012144725,0.018627231,0.0275
AC155377.1_FG001,1.858952342,2.478212914,2.777003395,3.093946936,1.598810205,2.188372093,0.023131447,0.132059068,0.313316244,0.18975532,0.215759332,0.288372093
AC155377.1_FG002,0.315295321,0.318251803,0.225616558,0.150218678,0.103058706,0.109069767,0.013062888,0.191363582,0.02449924,0.020440004,0.003720957,0.050930233
AC155390.2_FG002,0,0,0.011116258,0.018012265,0.010169492,0,0,0,0.011116258,0.005939831,0.010169492,0
AC155434.2_FG001,0.021794292,0.084330701,0.00387643,0.014994157,0,0.016627907,0.008056454,0.011823146,0.001681699,0.008957939,0,0.006627907
AC155434.2_FG003,0.363637724,0.363225106,0.709043535,0.938172476,1.25883998,1.000375316,0.001950992,0.030898818,0.016616485,0.074034099,0.132697914,0.164458014
AC155434.2_FG004,0.016918127,0.036805718,0.006270685,0.001509054,0.035022635,0.038914727,0.005469933,0.017574949,0.000712556,0.001509054,0.010740078,0.028914727
AC155434.2_FG005,0.021794292,0,0.019496146,0,0,0,0.008056454,0,0.002736369,0,0,0
AC155434.2_FG006,0.092858552,0.095049966,0.164249434,0.118877939,0.25734089,0.152209302,0.003306313,0.058796188,0.052517591,0.035045604,0.018930294,0.022209302
AC155496.2_FG009,0.329049102,0.246797291,0.218690239,0.322679287,0.32625527,0.30718022,0.037120047,0.068912676,0.009193038,0.029017312,0.020323074,0.03198644
AC155610.2_FG009,0.007462687,0.018678829,0.013909554,0,0.026490066,0.035813953,0.007462687,0.00055194,0.008322962,0,0.026490066,0.024186047
AC155622.2_FG001,0.129388857,0.12198756,0.06340368,0.081827493,0.103052347,0.063771316,0.015316364,0.008526021,0.025423135,0.015959229,0.034916752,0.023437986
AC155622.2_FG004,0.002289637,0,0.002793296,0.003018109,0,0.005813953,0.002289637,0,0.002793296,0.003018109,0,0.005813953
AC155624.2_FG006,0.30769877,0.233122706,0.52912389,0.336050218,0.258688956,0.165544568,0.045535036,0.000109899,0.070690806,0.01260959,0.119616135,0.025622092
AC155624.2_FG011,1.859149924,2.788683918,3.851789332,5.805724218,3.928115208,3.772751351,0.018354178,0.256633014,0.940243834,0.528279458,0.131206254,0.007248049
AC159612.1_FG007,0,0,0.001389532,0.002994012,0,0.011627907,0,0,0.001389532,0.002994012,0,0.011627907
AC165171.2_FG002,0,0,0,0,0,0.015813953,0,0,0,0,0,0.004186047
AC166636.1_FG009,0,0,0,0.005988024,0,0.005,0,0,0,0.005988024,0,0.005
AC177831.3_FG004,0,0,0,0.003018109,0.028499271,0.064883721,0,0,0,0.003018109,0.002009204,0.004883721
AC177850.2_FG003,0.02238806,0.027742273,0.005558129,0.009030229,0,0,0.02238806,0.008511504,0.005558129,0.003042205,0,0
AC177860.4_FG002,0.001492537,0.001294776,0.007760442,0,0,0.002162791,0.001492537,0.001294776,0.002202313,0,0,0.000162791
AC177893.3_FG003,0.021200524,0.003021145,0.011144721,0.015513237,0.024952296,0.0025,0.006275151,0.003021145,2.85E-05,0.004446841,0.014782804,0.0025
AC177897.2_FG002,0.006868919,0.018678829,0,0.002994012,0,0,0.006868919,0.00055194,0,0.002994012,0,0
AC177905.2_FG003,0.014529612,0.019814414,0.000866179,0.006301883,0.002428258,0.000833335,0.00045712,0.009023818,0.000245447,0.002680153,0.002428258,0.000833335
AC177908.3_FG002,0.090479373,0.086484286,0.06786882,0.05078848,0.042359251,0.058817831,0.010799941,0.007775517,0.010686066,0.005056957,0.011850776,0.016182169
AC177911.4_FG005,0.049155099,0.045846101,0.064783211,0.128059992,0.018048465,0.037512677,0.012256278,0.003909707,0.004539286,0.007060212,0.003279207,0.014000777
AC177924.2_FG003,0.049863735,0.009063444,0.002779064,0,0.005084746,0,0.005087616,0.009063444,0.002779064,0,0.005084746,0
AC177936.6_FG008,0.332250751,0.241452185,0.252457126,0.352800135,0.194519579,0.340416656,0.071231831,0.013355507,0.060650797,0.013866529,0.017400938,0.076249996
AC177946.2_FG004,0,0.066203812,0.005572361,0.018084555,0,0,0,0.029950034,1.42E-05,0.012096531,0,0
AC182482.3_FG003,0.307238867,0.018126889,0.671092303,0.009030229,0.771489513,0.044069767,0.008731404,0.018126889,0.145952638,0.003042205,0.082747791,0.014069767
AC182617.3_FG001,0.420407292,0.660774468,0.33137502,0.822084207,0.271760021,0.251497093,0.039810277,0.098840916,0.024345226,0.139991643,0.020104392,0.024752907
AC183315.4_FG006,0.079974279,0.094319858,0.06909775,0.034300414,0.106618028,0.02994186,0.000621041,0.076192969,0.000362222,0.007953108,0.007280279,0.00494186
AC183319.3_FG001,0.444448508,1.494814691,0.420691871,0.958848908,0.344595356,0.904360465,0.063851493,0.254430075,0.00728405,0.017198996,0.039510604,0.020639535
AC183412.5_FG005,0.005823065,0.004499901,0.004588986,0.000754527,0,0,0.003335498,0.001910349,0.004588986,0.000754527,0,0
AC183509.1_FG001,0.007462687,0,0.006969009,0.002994012,0.0269615,0.005,0.007462687,0,0.00141088,0.002994012,0.013716467,0.005
AC183888.4_FG006,0.051800241,0.037357658,0.060338774,0.042583845,0.049962581,0.023313953,0.012876371,0.00110388,0.010990545,0.000330323,0.000810041,0.011686047
AC183915.4_FG001,0.006868919,0,0.002793296,0,0,0,0.006868919,0,0.002793296,0,0,0
AC183932.3_FG007,0.003434459,0.013871137,0.006947661,0.006000072,0.009164889,0.004437983,0.003434459,0.004255752,0.006947661,0.002981964,0.004080144,0.000562017
AC183938.4_FG011,0.011113813,0.005738082,0.008707703,0.003757575,0.004429508,0.002906977,0.00033438,0.00120636,0.00037051,1.51E-05,0.002773879,0.002906977
AC183950.2_FG004,0,0.009063444,0,0,0.038668762,0.010813953,0,0.009063444,0,0,0.012178696,0.000813953
AC183950.2_FG005,0.005922019,0,0.008010463,0.001760562,0,0,0.0009469,0,0.006157755,0.001760562,0,0
AC184112.4_FG010,0.006868919,0,0.002779064,0,0,0,0.006868919,0,0.002779064,0,0,0
AC184127.3_FG003,0.216224527,0.227920838,0.108111234,0.153228182,0.095623294,0.111213128,0.018463422,0.007728607,0.033157821,0.042948787,0.018504693,0.005786802
AC184133.3_FG001,0.177066882,0.187248231,0.136924338,0.244674129,0.019334381,0.039224802,0.042738524,0.021085096,0.024261399,0.016303907,0.006089348,0.009224802
AC184699.3_FG005,0.008225771,0,0,0.004491018,0.000735834,0.022663848,0.005512067,0,0,0.004491018,0.000735834,0.001754757
AC184831.3_FG003,0.003754884,0.004804141,0.020831571,0.001504235,0.012565848,0.005866279,0.002381101,0.001178763,0.00196482,0.00030663,0.008592338,0.000633721
AC185226.4_FG001,0.123656196,0.061534105,0.016145039,0.067837664,0.063980883,0.046629843,0.020622411,0.029812049,0.016145039,0.012002653,0.028734349,0.007870157
AC185256.3_FG003,0,0,0.010545823,0.002480751,0,0,0,0,0.002864258,0.002480751,0,0
AC185276.2_FG004,0,0,0,0,0.015254238,0.019573642,0,0,0,0,0.015254238,0.013759688
AC185300.4_FG002,0.014331606,0.018126889,0.002779064,0,0.005084746,0.015,0.000593768,0.018126889,0.002779064,0,0.005084746,0.015
AC185305.3_FG003,0.010501301,0.003021145,0.005572361,0.013754683,0.011440678,0.008517442,0.005526181,0.003021145,1.42E-05,0.005706395,0.011440678,0.006017442
AC185415.3_FG005,0.14988809,0.094498025,0.128178523,0.116229714,0.107374566,0.089360465,0.008097045,0.040117359,0.005899689,0.025686453,0.014659334,0.044360465
AC185471.3_FG005,0.073447449,0.153962354,0.000463178,0,0.016023123,0.005813953,0.011627178,0.0001162,0.000463178,0,0.009400606,0.005813953
AC185473.3_FG005,0.00594227,0,0.00179366,0.000503019,0,0,0.003652626,0,0.000999642,0.000503019,0,0
AC185500.3_FG001,0.006868919,0.009063444,0,0.027090688,0,0,0.006868919,0.009063444,0,0.009126616,0,0
AC185501.3_FG001,0.018062949,0.023486521,0.008358541,0.011988096,0,0,0.004325111,0.005359633,2.13E-05,0.008969988,0,0
AC185501.3_FG006,0,0.009063444,0.002793296,0,0,0,0,0.009063444,0.002793296,0,0,0
AC185522.2_FG002,0.03363833,0.013871137,0.008365657,0.012012193,0.002542373,0.009767442,0.006162655,0.004255752,0.002807528,0.002957867,0.002542373,0.004767442
AC186156.3_FG005,0.001144822,0.001812689,0,0.000930161,0.012416657,0.003575581,0.001144822,0.001812689,0,6.78E-05,0.001820631,0.001075581
AC186231.4_FG002,0.014925373,0,0.005558129,0,0,0,0.014925373,0,0.005558129,0,0,0
AC186287.7_FG005,0,0,0.011130489,0,0.013245033,0,0,0,0.005543897,0,0.013245033,0
AC186322.4_FG005,0.028663211,0.002265861,0.255258128,0.005988024,0.002341452,0.001,0.001187535,0.002265861,0.090614001,0.005988024,0.000307554,0.001
AC186493.4_FG002,0.062535773,0.02160744,0.020488403,0.027261075,0,0,0.018678275,0.000767406,0.006831286,0.00114704,0,0
AC186512.3_FG007,2.215164264,2.053838395,2.008330069,1.730723154,4.624958792,2.140775159,0.058447891,0.164110278,0.011123393,0.127928759,0.330890996,0.689224811
AC186606.4_FG003,0.006868919,0,0.033448395,0,0.023178808,0,0.006868919,0,0.005657751,0,0.023178808,0
AC186669.3_FG002,0,0,0.00349162,0,0.005084746,0,0,0,0.00349162,0,0.005084746,0
AC186684.4_FG001,0.00773821,0.015289705,0.002779064,0.001996006,0.00610992,0,0.000275524,0.008879455,0.002779064,0.001996006,0.002720093,0
AC186815.3_FG003,0.002289637,0.009063444,0.005586592,0,0,0,0.002289637,0.009063444,0.005586592,0,0,0
AC186905.3_FG013,0.00594227,0,0.00179366,0.000503019,0,0,0.003652626,0,0.000999642,0.000503019,0,0
AC187090.3_FG011,0,0,0,0.003018109,0.013245033,0,0,0,0,0.003018109,0.013245033,0
AC187098.4_FG011,0.007165803,0.032273996,0.026443807,0.019497223,0.031810529,0.026627907,0.000296884,0.013043226,0.00968403,0.010442897,0.001302054,0.003372093
AC187157.4_FG002,0.244231061,0.133511504,0.155983399,0.159333246,0.254484232,0.241162791,0.024425655,0.097257727,0.016318595,0.003644623,0.010416431,0.061162791
AC187157.4_FG005,0,0.009063444,0,0,0.006622517,0.01,0,0.009063444,0,0,0.006622517,0.01
AC187209.5_FG010,0.000829187,0.010545775,0.003098523,0.005415728,0.002993511,0.00125,0.000829187,0.006014052,0.001091421,0.001224111,0.002993511,0.00125
AC187222.4_FG001,0.017766065,0,0.00278618,0,0,0.002906977,0.002840692,0,7.12E-06,0,0,0.002906977
AC187243.3_FG005,0,0,0,0.009054326,0,0.015,0,0,0,0.009054326,0,0.015
AC187404.3_FG003,0.006868919,0,0.002793296,0,0,0,0.006868919,0,0.002793296,0,0,0
AC187551.3_FG002,0.01119403,0.004807692,0.012512906,0,0.005084746,0.033255814,0.01119403,0.004807692,0.00971961,0,0.005084746,0.013255814
AC187843.3_FG006,0.014925373,0,0.013952249,0.003018109,0,0,0.014925373,0,0.00839412,0.003018109,0,0
AC188023.3_FG005,7.553006022,7.039710771,7.590297009,7.492608396,2.607621533,2.680930233,0.112707515,0.133366152,0.235548406,0.405782049,0.250005639,0.260930233
AC188134.2_FG011,0,0,0.002779064,0.01056338,0,0.001666665,0,0,0.002779064,0.01056338,0,0.001666665
AC188710.4_FG006,0.077933179,0.045317222,0.096473404,0.00748503,0.01986755,0,0.018231686,0.045317222,0.046450244,0.00748503,0.01986755,0
AC188752.3_FG008,0.003533428,0.004623721,0.005137463,0,0.022161597,0.00612052,0.001045861,0.001418587,0.00328475,0,0.001426337,0.002133811
AC188838.3_FG005,0.014034722,0.013595167,0.001389532,0,0,0.012906977,0.006572035,0.013595167,0.001389532,0,0,0.007093023
AC189750.4_FG004,1.447067126,0.472998498,2.144363876,1.139887236,2.735671805,0.720794572,0.036619365,0.097998498,0.747715831,0.151863284,1.257705679,0.052461242
AC189796.3_FG004,0.001492537,0.001068375,0.00259822,0.003664167,0.001655629,0,0.001492537,0.001068375,0.00086017,0.002456923,0.001655629,0
AC189879.3_FG003,0.063601573,0,0.00278618,0.007533223,0.010938377,0.018313953,0.018825454,0,7.12E-06,0.004539211,0.004315861,0.006686047
AC190496.1_FG002,0,0,0,0,0.005084746,0.03,0,0,0,0,0.005084746,0.03
AC190526.3_FG004,0.002747568,0,0,0.001202424,0.016792008,0.005,0.002747568,0,0,4.82E-06,0.003546975,0.005
AC190544.2_FG004,0.021200524,0.027190333,0,0,0,0.005813953,0.006275151,0.027190333,0,0,0,0.005813953
AC190560.2_FG002,0.011646109,0.01226856,0,0.000998003,0,0.00333333,0.00667099,0.00585831,0,0.000998003,0,0.00333333
AC190609.3_FG001,0.006868919,0,0.002779064,0,0,0,0.006868919,0,0.002779064,0,0,0
AC190609.3_FG002,18.93556334,18.5277371,3.954959502,5.604554943,4.721861719,6.964910999,1.462422737,0.8969131,0.061849653,0.237598002,0.240341733,1.215764253
AC190609.3_FG003,0.265134702,0.079523008,0.029244219,0.025521392,0.066399148,0.143953488,0.010984701,0.007015453,0.004104554,0.00741274,0.020041532,0.016046512
AC190609.3_FG004,0.221249234,0.162749828,0.183930592,0.13824263,0.109681222,0.158837209,0.01229401,0.018519059,0.017186727,0.008463957,0.002901559,0.038837209
AC190613.3_FG001,0.006819854,0.004531722,0.004283053,0.00251509,0,0,0.006819854,0.004531722,0.004283053,0.00251509,0,0
AC190614.3_FG004,0,0,0,0,0.028499271,0.055697674,0,0,0,0,0.002009204,0.025697674
AC190623.3_FG001,94.84251222,379.5281844,165.2058498,452.2021018,172.9655528,651.4162791,10.49922864,43.33587671,25.23549103,2.576341353,58.08080486,19.81627907
AC190628.4_FG007,0.049269968,0.056588427,0.027804876,0.039139026,0.036659558,0.039069767,0.019419222,0.02033465,0.022218284,0.01518693,0.016320575,0.019069767
AC190636.3_FG005,0,0,0.061267502,0.172508103,0.006622517,0.084069767,0,0,0.010988173,0.040771576,0.006622517,0.025930233
AC190652.3_FG001,0.004240105,0.004591478,0.00306551,0.001789307,0.002341452,0,0.00125503,0.002001925,0.000286445,0.001789307,0.000307554,0
AC190688.3_FG006,0.014331606,0.009615385,0.008337193,0,0,0,0.000593768,0.009615385,0.008337193,0,0,0
AC190740.2_FG004,0.032599527,0.020187942,0.027363454,0.006517148,0.010436076,0.002162791,0.008558311,0.011534096,0.004945669,0.001028124,0.002808957,0.000162791
AC190743.3_FG012,0.015315381,0,0.001788574,0.001928164,0,0,0.007072678,0,0.00099049,0.001065848,0,0
AC190749.3_FG006,0.007462687,0,0.002793296,0,0,0,0.007462687,0,0.002793296,0,0,0
AC190750.2_FG014,0.229305501,0.142521577,0.14431844,0.231699364,0.161536899,0.231627728,0.009500246,0.033760353,0.038173289,0.059044843,0.032723446,0.041705402
AC190816.3_FG007,0.006119949,0,0.00458187,0.000748503,0,5.00E-04,0.003830305,0,0.001802806,0.000748503,0,5.00E-04
AC190832.2_FG003,0.006628711,0.001602567,0.001389532,0.000499003,0.006157075,0.002802329,0.001156069,0.001602567,0.001389532,0.000499003,0.001300559,0.000864341
AC190909.3_FG004,0.004355791,0.014423077,0.009726725,0.013545344,0.003311258,0.022034884,0.003106896,0.014423077,0.009726725,0.004563308,0.003311258,0.007034884
AC190925.2_FG002,0.021794292,0,0.005572361,0.006012121,0,0.011627907,0.008056454,0,1.42E-05,2.41E-05,0,0.011627907
AC190933.3_FG004,0,0.009615385,0,0,0.005084746,0.010813953,0,0.009615385,0,0,0.005084746,0.000813953
AC190990.2_FG005,0.000858615,0,0.003829089,0.003074949,0,0,0.000858615,0,0.000736514,0.001128842,0,0
AC190999.2_FG004,0,0.009063444,0.003058394,0,0.006622517,0.011627907,0,0.009063444,0.002499735,0,0.006622517,0.011627907
AC191009.3_FG004,0.732436891,0.727922391,0.189374867,0.231478694,0.20304187,0.21127907,0.105571219,0.00284684,0.032950286,0.003933784,0.030856439,0.02127907
AC191012.2_FG001,0,0,0.002420855,0.004296771,0,0,0,0,0.002420855,0.002955391,0,0
AC191050.3_FG003,0,0,0.005572361,0.002994012,0,0,0,0,1.42E-05,0.002994012,0,0
AC191069.3_FG004,0.281713232,0.229781551,0.168581695,0.136649237,0.062083287,0.159360465,0.020519202,0.039449219,0.007395959,0.031015433,0.009103155,0.025639535
AC191070.3_FG006,0.010748704,0.002265861,0.07007419,0.023311222,0.067779734,0.014286818,0.000445326,0.002265861,0.000875508,0.003650545,0.005067895,0.011379842
AC191097.3_FG007,0.027475676,0.056588427,0.008337193,0.066181521,0.092120329,0.184767442,0.027475676,0.02033465,0.008337193,0.012289305,0.000594903,0.045232558
AC191113.2_FG002,0.635325119,0.250852111,0.272309713,0.076781043,0.272301414,0.071608525,0.003484328,0.120942754,0.105643048,0.031870864,0.014674294,0.036724805
AC191251.3_FG005,0.289938423,0.149430632,0.197911304,0.225370187,0.189796837,0.026627907,0.080983199,0.004415522,0.036725567,0.020138796,0.044101473,0.003372093
AC191254.3_FG001,0.054829033,0.016422968,0.041368262,0.018749062,0.022252161,0.013863503,0.012874116,0.002106737,0.023695122,0.003189709,0.005217578,0.006969817
AC191283.3_FG004,0.014925373,0,0,0.002994012,0,0,0.014925373,0,0,0.002994012,0,0
AC191297.3_FG004,0.00594227,0,0.00179366,0.000503019,0,0,0.003652626,0,0.000999642,0.000503019,0,0
AC191360.3_FG004,0.007462687,0,0,0,0.011707262,0.015,0.007462687,0,0,0,0.001537771,0.015
AC191401.3_FG013,0.004712616,0.007736847,0.003187591,0.006435243,0,0,0.00275007,0.001326597,0.001334884,0.001548787,0,0
AC191418.3_FG003,0.008242703,0.006042299,0.003087849,0.009022194,0,0.001453488,0.008242703,0.006042299,0.003087849,0.001038164,0,0.001453488
AC191421.3_FG001,0,0,0,0,0.021876754,0.033294572,0,0,0,0,0.008631721,0.010038758
AC191526.3_FG001,0,0.000906344,0.003328679,0.003720198,0,0,0,0.000906344,0.003328679,0.002864767,0,0
AC191534.3_FG003,0,0,0.008379888,0.003018109,0,0,0,0,0.008379888,0.003018109,0,0
AC191551.3_FG003,0.036086096,0.022067925,0.000926354,0.031147158,0.76919123,0.232810066,0.01245426,0.009983344,0.000926354,0.003782974,0.136740926,0.085523264
AC191575.2_FG001,0.41151642,0,1.075483253,0,0.021876754,0.034069767,0.110521405,0,0.373306317,0,0.008631721,0.024069767
AC191676.3_FG011,0.03553213,0.018126889,0.016674387,0.003018109,0,0.01,0.005681384,0.018126889,0.016674387,0.003018109,0,0.01
AC191771.3_FG008,0.086583401,0.047524983,0.016717082,0.027018398,0.040206533,0.021627907,0.017894211,0.029398094,4.27E-05,0.008909746,0.000471434,0.001627907
AC191804.4_FG002,0.024083929,0.06771438,0.022246747,0.024628008,0.005084746,0.006937983,0.005766817,0.028439466,0.016660155,0.005312112,0.005084746,0.003062017
AC191961.3_FG009,0.013737838,0.004807692,0.00027933,0,0,0.01372093,0.013737838,0.004807692,0.00027933,0,0,0.00372093
AC192204.3_FG005,0.81720759,1.794777962,0.392993949,1.10232711,0.464916099,0.429625322,0.092580724,0.078161596,0.170461363,0.026445541,0.181441517,0.003514212
AC192244.3_FG001,0,0,0.005558129,0.002994012,0.023414525,0.005813953,0,0,0.005558129,0.002994012,0.003075541,0.005813953
AC192244.3_FG007,0.575349178,0.40454738,0.176487397,0.245527013,0.198408198,0.182646001,0.060903521,0.081586639,0.010153766,0.033094731,0.090829099,0.064687339
AC192362.3_FG002,0.467261598,0.326603537,0.749660385,0.733502818,0.188853969,0.291162791,0.055126462,0.00031954,0.071568666,0.00895192,0.036311594,0.011162791
AC192362.3_FG003,1.130387584,0.813109479,0.18797986,0.389341109,0.2476746,0.282125936,0.08884539,0.017339098,0.033696816,0.103113594,0.057844115,0.032707354
AC192367.2_FG002,0,0.009615385,0,0.002994012,0,0,0,0.009615385,0,0.002994012,0,0
AC192381.3_FG004,0.124362455,0.018402859,0.004189944,0,0,0,0.019884843,0.008787474,0.004189944,0,0,0
AC192451.3_FG001,4.544596992,3.8803016,10.52890425,9.529181142,5.537727824,7.124334625,0.380417888,0.52453237,0.728159372,0.780678148,0.884306194,1.108223515
AC193379.3_FG001,0.007462687,0.009063444,0,0.006036217,0,0.01,0.007462687,0.009063444,0,0.006036217,0,0.01
AC193500.3_FG003,0.021794292,0.046973043,0.050236635,0.078205762,0,0,0.008056454,0.010719265,0.033562248,0.012337499,0,0
AC193591.3_FG001,0.027475676,0,0.847084188,0.003018109,0,0,0.027475676,0,0.035597376,0.003018109,0,0
AC193632.2_FG002,0.063601573,0.348594008,0.231188919,0.838558301,0.243843306,0.818023256,0.018825454,0.112944454,0.024485008,0.029705172,0.060792455,0.131976744
AC193668.3_FG009,0.020253625,0.023578512,0.005569989,0.011595019,0,0.005406977,0.000353132,0.008472777,0.000914491,0.002876041,0,0.000406977
AC193754.3_FG008,0.006868919,0.009615385,0,0,0,0,0.006868919,0.009615385,0,0,0,0
AC194005.3_FG004,0.029850746,0,0.047301022,0.378787699,0.412358292,0.864418605,0.029850746,0,0.024954653,0.007530214,0.117443032,0.015581395
AC194008.3_FG007,0,0.009063444,0.004650748,0,0,0,0,0.009063444,0.00279804,0,0,0
AC194022.3_FG013,0.021794292,0.009063444,0.011144721,0.009030229,0.024952296,0.045813953,0.008056454,0.009063444,2.85E-05,0.003042205,0.014782804,0.034186047
AC194039.4_FG009,0.00722518,0.00758192,0.004460735,0.008510343,0.004375351,0.012651163,0.001730044,0.003956542,0.001125857,0.001669298,0.001726344,0.003348837
AC194072.3_FG005,0.061651533,0.079247038,0.02089991,0.018559459,0.000726392,0,0.020438019,0.002323961,0.001446459,0.005585411,0.000726392,0
AC194097.3_FG009,0.007462687,0,0.002779064,0.001497006,0,0,0.007462687,0,0.002779064,0.001497006,0,0
AC194136.3_FG001,0.009752316,0.009431395,0,0.002994009,0.028499242,0.018023238,0.005173042,0.003389105,0,0.002994009,0.002009202,0.001356588
AC194264.3_FG006,0.006868919,0,0,0,0.018329779,0,0.006868919,0,0,0,0.008160287,0
AC194272.3_FG003,0.214974083,0.670782023,0.211564688,1.349709041,0.938242233,3.973604651,0.008906514,0.036166639,0.071899883,0.002403652,0.26705578,0.863604651
AC194338.3_FG008,0,0.002265861,0.002783806,0.003501044,0.003311258,0.001666665,0,0.002265861,0.00092161,0.001488974,0.003311258,0.001666665
AC194341.4_FG002,1.8686079,0.452537279,0.811257245,0.275603082,0.956468385,0.425985611,0.044549587,0.066693491,0.197476977,0.021896208,0.15404012,0.088776309
AC194341.4_FG004,0,0,0,0.005988024,0.005084746,0,0,0,0,0.005988024,0.005084746,0
